Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,y_true,y_pred,abs_error
0.5188926097068762,0.8384484961677804,0.5552059159924634,0.2144825303632288,0.1868768646085987,30.65919607551061,24.889473300894373,5.769722774616238
0.0286940788062395,0.8067026681000751,0.9972927906710198,0.6255215410149739,0.7572318613157867,19.244612287104,24.83655629972624,5.591944012622239
0.2165964545284707,0.9442815153937494,0.2333160229144796,0.8857647085860604,0.6608522984451567,30.468278179400347,24.917247314201795,5.551030865198552
0.0712073354692701,0.340299416005438,0.15792460127927,0.0214185445535968,0.1552000724854322,19.3780660226752,24.90069284951465,5.522626826839449
0.116814286028119,0.2448744568743431,0.3284408042655261,0.6244389526614311,0.5590917153254807,19.47666741709777,24.98435606427101,5.507688647173243
0.8358273139316572,0.7997535449565695,0.2698463081794678,0.9033994265869276,0.7353738925806438,19.63222877018466,25.1149057332426,5.482676963057941
0.4070286936509772,0.4845240071093247,0.5065805607672229,0.0636051997346602,0.0913607853141484,19.453496138708328,24.90877661138797,5.455280472679643
0.8011715138044253,0.7680768104800865,0.8680967942941124,0.300438888918223,0.2183643532677069,30.365757019380663,24.944633093068038,5.4211239263126245
0.7639336161937476,0.5774109048389755,0.0013305483832323,0.564722456011815,0.2871960409136641,19.67370584084993,25.071741448007472,5.398035607157542
0.4020484152459925,0.3762308444747508,0.6846245892885598,0.2869106466217374,0.7839653036194558,30.41232448215621,25.057333983335724,5.354990498820488
0.6748314281500299,0.1145575704489796,0.0661546678986479,0.3599316517156339,0.8303655057663364,30.492791317160503,25.249811036682985,5.242980280477518
0.8469486854928697,0.0225206946804588,0.383035401916534,0.29348520630989,0.9670642811958472,20.0819807385061,25.307982660654933,5.226001922148832
0.2070641537673265,0.1159511282084867,0.6676705402605924,0.4010266182455857,0.3580797777620557,19.727484222057964,24.95277260217272,5.225288380114755
0.3634962098876785,0.4089988002526042,0.1764356240867234,0.8862001920737556,0.5393715589867532,30.202844416127515,25.025220493938583,5.177623922188932
0.0414239798871045,0.3658365551964493,0.9423167887209052,0.959064086647796,0.4821164136582947,30.024210155821773,24.848848148902608,5.1753620069191655
0.2053016194735134,0.490807202909941,0.5458183909505662,0.3508114995610307,0.4369404093693795,19.76866435168433,24.92136979782211,5.15270544613778
0.1961976341132077,0.6007675731813772,0.5064296223374939,0.0690495834188077,0.891144426852278,30.163723630676664,25.016139215171005,5.1475844155056585
0.2802316028537298,0.0685942730353936,0.10308906762497,0.3104533149097881,0.0872949996685348,19.8419300504972,24.983506608889485,5.141576558392284
0.7659481385877168,0.205956181221208,0.8601473997043685,0.7489988075821535,0.1996486996839609,19.91392882828492,25.01495152355483,5.101022695269911
0.261364962395486,0.9279020595869398,0.0305633972866202,0.2679188876453895,0.3122347350544993,19.812733081078164,24.89266516641418,5.079932085336015
